"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0,-7.01012897181279,0.041,0.867,0,"VCAN"
0,7.63541940639846,0.835,0.011,0,"AL450405.1"
0,-5.01833228387704,0.131,0.934,0,"OGN"
0,5.06855056036003,0.887,0.092,0,"RERGL"
0,-5.04844547924425,0.106,0.895,0,"MYH10"
0,-5.72024456046599,0.055,0.842,0,"CCN3"
0,-5.44287671397299,0.116,0.901,0,"IGFBP2"
0,-5.7038289337924,0.036,0.811,0,"FBLN5"
0,-6.01538685865457,0.046,0.82,0,"EFEMP1"
0,-6.62202289111547,0.031,0.759,0,"LTBP2"
0,-7.00519981569318,0.013,0.74,0,"COL8A1"
0,4.48337405556068,0.754,0.034,0,"XIST"
0,3.68692028233298,0.926,0.209,0,"BCAM"
0,-4.60950796795308,0.061,0.773,0,"NNMT"
0,-3.86873255707713,0.035,0.741,0,"RPS4Y1"
0,-5.30972063219753,0.03,0.707,0,"LIMCH1"
0,3.76457577650962,0.819,0.142,0,"ITIH5"
0,6.47700144160076,0.687,0.015,0,"COX4I2"
0,3.60190491807032,0.791,0.12,0,"NTRK2"
0,-6.44428221263005,0.011,0.669,0,"PCDH7"
0,-7.25132156226128,0.014,0.67,0,"CCN5"
0,-3.49524032091649,0.214,0.869,0,"C1R"
0,-3.18204504860496,0.179,0.828,0,"FBLIM1"
0,-8.21666749302267,0.006,0.648,0,"TNFRSF11B"
0,-6.81719008597199,0.012,0.652,0,"SPINT2"
0,-3.24479766691138,0.159,0.794,0,"C1S"
0,-4.82271366318314,0.351,0.984,0,"FN1"
0,-6.59585610172146,0.016,0.641,0,"THBS2"
0,-5.35824916507196,0.034,0.656,0,"FMOD"
0,3.85672529524934,0.713,0.097,0,"EDNRA"
0,-4.06423341105341,0.319,0.921,0,"CCN2"
0,3.54623128028,0.697,0.095,0,"CASQ2"
0,3.45002404072335,0.707,0.105,0,"KCNAB1"
0,-4.91552486568979,0.081,0.682,0,"ADH1B"
0,2.96676266458556,0.864,0.265,0,"HES4"
0,3.40565124459901,0.785,0.186,0,"OAZ2"
0,-3.20058024129978,0.349,0.947,0,"LTBP1"
0,3.67097477693124,0.675,0.083,0,"GJA4"
0,-4.10904346754346,0.357,0.945,0,"PRELP"
0,-3.02092983591767,0.142,0.715,0,"SMOC2"
0,-4.8452172015417,0.052,0.625,0,"SULF1"
0,-7.01903313972415,0.009,0.576,0,"OMD"
0,-5.04645237833894,0.031,0.595,0,"PLXDC2"
0,-6.58320521317155,0.012,0.576,0,"ITGBL1"
0,-6.06045279609095,0.063,0.622,0,"CFH"
0,-3.349985051129,0.09,0.645,0,"LTBP4"
0,-2.7270989196306,0.246,0.8,0,"TCEAL3"
0,5.24274304761017,0.58,0.026,0,"NRARP"
0,2.88719005853187,0.796,0.251,0,"TBX2"
0,-3.33412671060529,0.105,0.642,0,"PRSS23"
0,-4.63547160093056,0.054,0.59,0,"FGL2"
0,2.9186528331687,0.961,0.426,0,"NOTCH3"
0,-3.98728048154293,0.074,0.608,0,"LMCD1"
0,-2.96636550749253,0.236,0.769,0,"FSTL1"
0,2.9037594948219,0.743,0.211,0,"PHLDA2"
0,-5.24633205410331,0.019,0.55,0,"MIR100HG"
0,-2.67423271788546,0.36,0.89,0,"DKK3"
0,2.99988297782997,0.863,0.334,0,"SORBS2"
0,2.86130225090207,0.837,0.311,0,"NET1"
0,-2.38037483206451,0.29,0.814,0,"PDLIM3"
0,5.41102303286411,0.543,0.02,0,"NRIP2"
0,-3.18315547996063,0.096,0.618,0,"GLIPR1"
0,-4.01251615080233,0.079,0.595,0,"FMO2"
0,-4.0574812663066,0.049,0.565,0,"PTGIS"
0,4.16216232681902,0.57,0.062,0,"KLHL23"
0,4.97195160650915,0.531,0.025,0,"ATP1B2"
0,-4.13121250132605,0.047,0.547,0,"PRUNE2"
0,-2.30415677529185,0.372,0.87,0,"ADI1"
0,-2.62531876444063,0.161,0.657,0,"TGM2"
0,-3.95390006883163,0.053,0.548,0,"COL21A1"
0,-2.27118821886616,0.239,0.734,0,"SUN2"
0,-6.69076946164793,0.007,0.5,0,"PDGFD"
0,3.57208031236514,0.565,0.072,0,"LGI4"
0,3.76397907884577,0.546,0.054,0,"RBPMS2"
0,3.08712177045014,0.621,0.129,0,"TBX2-AS1"
0,2.44111283764319,0.749,0.257,0,"ISYNA1"
0,-3.03016293863907,0.435,0.924,0,"IGFBP6"
0,-2.32146314459929,0.44,0.926,0,"FHL1"
0,-3.11246713250577,0.086,0.568,0,"PAM"
0,5.23844438415722,0.495,0.021,0,"HRH2"
0,1.70280510573377,0.827,0.357,0,"TXNIP"
0,-2.33307898218654,0.222,0.686,0,"LRP1"
0,2.21330972916876,0.742,0.279,0,"SLIT3"
0,3.61671395528044,0.712,0.251,0,"ISG15"
0,-3.42157377206301,0.064,0.524,0,"GEM"
0,4.31764623167686,0.495,0.036,0,"NEURL1B"
0,2.14401387312785,0.742,0.286,0,"MGLL"
0,3.3090074631706,0.578,0.122,0,"FABP4"
0,-6.00733063318163,0.023,0.478,0,"SERPINE1"
0,2.23956477482521,0.692,0.239,0,"ARHGAP29"
0,-2.68269162683722,0.117,0.569,0,"DAAM1"
0,5.54745918631202,0.465,0.014,0,"LINGO1"
0,2.51075861670543,0.636,0.186,0,"GPRC5C"
0,5.31552407112257,0.466,0.017,0,"OLFML2A"
0,-2.00466398506298,0.311,0.76,0,"HTRA1"
0,-2.57756415668054,0.156,0.602,0,"CDH13"
0,-3.61227230097275,0.066,0.511,0,"ASPN"
0,3.13637819224504,0.54,0.096,0,"FARP1"
0,1.85217582210539,0.916,0.477,0,"ZFP36L1"
0,-2.01713586655757,0.408,0.847,0,"SVIL"
0,2.46048396908676,0.779,0.34,0,"SNCG"
0,3.4743819294252,0.496,0.06,0,"TGFBI"
0,-3.20813689391639,0.511,0.945,0,"CLU"
0,-2.98984855263781,0.081,0.514,0,"MAOA"
0,2.42228388166342,0.605,0.173,0,"CARHSP1"
0,2.60554003860534,0.652,0.222,0,"SEPT4"
0,-5.39569605567623,0.013,0.443,0,"ITGA11"
0,2.99769919612909,0.528,0.102,0,"PTP4A3"
0,1.89634132118569,0.744,0.318,0,"NDUFA4L2"
0,2.14828089442464,0.585,0.162,0,"NRGN"
0,7.15313160811628,0.426,0.004,0,"ENTPD3"
0,-5.61049710235579,0.04,0.461,0,"CRLF1"
0,1.95684203834341,0.833,0.415,0,"MAP3K20"
0,4.4678364953338,0.447,0.029,0,"CDH6"
0,-2.65455327698662,0.141,0.557,0,"PLPP1"
0,-2.68009691882761,0.225,0.64,0,"MT1X"
0,3.31059239241092,0.482,0.067,0,"CLMN"
0,4.54987271121786,0.442,0.028,0,"CACNA1A"
0,-5.5731563690303,0.012,0.424,0,"SCRG1"
0,-5.60179369851908,0.01,0.422,0,"TCEAL2"
0,-1.65207752556467,0.481,0.892,0,"ARL6IP5"
0,-2.0430135702973,0.299,0.707,0,"ID4"
0,-5.07536570802774,0.021,0.428,0,"PCOLCE2"
0,2.10896524862657,0.724,0.317,0,"MOB2"
0,1.88102799360064,0.665,0.259,0,"ITGA7"
0,-1.7492749130637,0.302,0.708,0,"EDIL3"
0,-2.44388366901374,0.536,0.941,0,"COL14A1"
0,-5.26309974670715,0.016,0.42,0,"LAMA2"
0,1.83989957576377,0.719,0.315,0,"CCDC3"
0,1.77665602216811,0.697,0.293,0,"RRAD"
0,-3.620356621471,0.091,0.494,0,"ENG"
0,-2.02848917847107,0.227,0.629,0,"AQP1"
0,-3.31721672651026,0.073,0.475,0,"MMP2"
0,-2.57284470327324,0.115,0.516,0,"PXDC1"
0,1.84393154872527,0.934,0.536,0,"CRIP1"
0,-1.66787942968501,0.313,0.711,0,"MORF4L2"
0,-2.4105605399591,0.134,0.531,0,"CYBRD1"
0,6.79825723242106,0.401,0.005,0,"OR51E1"
0,2.21033576622833,0.795,0.4,0,"CCND1"
0,-1.80521878819145,0.222,0.617,0,"MYO1D"
0,1.86912809495395,0.968,0.575,0,"AP002956.1"
0,-2.0192269807153,0.227,0.62,0,"MFAP4"
0,-2.13462895557924,0.152,0.54,0,"MICAL2"
0,1.74047576253309,0.799,0.412,0,"GUCY1A1"
0,-5.84289768589579,0.008,0.392,0,"CPXM2"
0,-2.66532305271995,0.188,0.571,0,"TNFRSF12A"
0,-1.90171928564091,0.267,0.649,0,"GADD45A"
0,2.10389047063069,0.64,0.258,0,"WTIP"
0,-2.18999272134368,0.246,0.626,0,"GAS6"
0,2.37059569651513,0.535,0.155,0,"LAMA5"
0,-1.69335091528546,0.496,0.875,0,"TIMP2"
0,-5.17866191292563,0.012,0.39,0,"HMCN1"
0,1.70362281359984,0.735,0.358,0,"AOC3"
0,-2.46437253308713,0.121,0.497,0,"GMDS"
0,-5.21386374254363,0.015,0.389,0,"FIBIN"
0,-2.43623701165806,0.101,0.475,0,"PRNP"
0,1.93497527884279,0.84,0.469,0,"ZFHX3"
0,-3.48479148156546,0.047,0.418,0,"RCN3"
0,-5.66602698229182,0.045,0.415,0,"LUM"
0,-4.5836598695666,0.019,0.388,0,"AC080038.1"
0,-4.81765512994243,0.015,0.383,0,"LMO7"
0,-1.43258119158814,0.453,0.82,0,"MXRA7"
0,-2.790226103961,0.088,0.453,0,"CHPF"
0,-2.43093243026371,0.43,0.794,0,"CCN1"
0,4.80563897185922,0.381,0.018,0,"CABP1"
0,-3.09887146695806,0.058,0.42,0,"KALRN"
0,-5.56185754042831,0.014,0.373,0,"F2R"
0,-6.28254884147551,0.01,0.369,0,"AKR1C1"
0,1.63481286002911,0.719,0.361,0,"UBA2"
0,-2.22230682197472,0.568,0.925,0,"NEXN"
0,-2.18517913364885,0.087,0.443,0,"ZBTB16"
0,-8.07599356776325,0.003,0.358,0,"CP"
0,-2.45814162870237,0.097,0.449,0,"CD302"
0,-3.74976113731522,0.638,0.99,0,"TIMP1"
0,-1.73729678464761,0.493,0.845,0,"CTSD"
0,-1.38986137746417,0.462,0.81,0,"PPP1CB"
0,-2.39062253209983,0.578,0.925,0,"TCEAL4"
0,1.7925715037435,0.674,0.327,0,"LMO4"
0,-10.0111566433684,0.005,0.35,0,"COMP"
0,-4.27845689606737,0.026,0.366,0,"ITGA10"
0,-4.79420201600446,0.014,0.353,0,"PID1"
0,-5.84785235140786,0.008,0.346,0,"GJA1"
0,1.83358517835931,0.89,0.555,0,"LBH"
0,1.30280097687186,0.866,0.532,0,"CARMN"
0,-4.84910421370874,0.015,0.349,0,"KCNK6"
0,1.72671820634889,0.754,0.422,0,"UTRN"
0,-3.3214148878988,0.054,0.385,0,"GPM6B"
0,1.34294659063831,0.895,0.566,0,"NR2F2"
0,-3.58228994685351,0.036,0.365,0,"NEDD9"
0,-5.35944142321848,0.026,0.353,0,"SFRP1"
0,-1.68312932956116,0.465,0.79,0,"DUSP1"
0,-1.46352149262057,0.578,0.902,0,"ANXA1"
0,-2.90932243590157,0.068,0.392,0,"ALCAM"
0,-1.47836383182024,0.56,0.881,0,"SH3BGRL3"
0,-4.79265364715521,0.034,0.348,0,"MEG3"
0,-4.11955536998514,0.023,0.335,0,"LINC01088"
0,-6.38342422146826,0.007,0.319,0,"SFRP4"
0,1.47105619306062,0.741,0.429,0,"EHD2"
0,-3.42485356833659,0.039,0.348,0,"CTSK"
0,-4.44019623434697,0.018,0.327,0,"SUGCT"
0,1.24838448456224,0.84,0.534,0,"PDGFRB"
0,-2.50273678046195,0.629,0.933,0,"AEBP1"
0,-7.12712320774849,0.003,0.305,0,"KCNK15"
0,-6.70470619887902,0.004,0.304,0,"CRISPLD1"
0,-3.92650474608708,0.026,0.326,0,"IL33"
0,-4.25401672156047,0.018,0.316,0,"SERTAD4-AS1"
0,-4.37592997229988,0.018,0.315,0,"ARHGEF26"
0,-3.43591848270701,0.035,0.331,0,"TSTD1"
0,-3.15388316639204,0.051,0.346,0,"CDH11"
0,-5.46696434774086,0.009,0.303,0,"CDO1"
0,-1.25375638353535,0.579,0.868,0,"SSR4"
0,-4.37388738759118,0.017,0.304,0,"SDC4"
0,-5.54243448260461,0.01,0.291,0,"TFPI2"
0,-1.28467559190204,0.65,0.929,0,"SERPING1"
0,-1.22624613714248,0.642,0.92,0,"APLP2"
0,-4.77716169863876,0.015,0.293,0,"SPON1"
0,-1.17841682896192,0.649,0.926,0,"ANXA2"
0,-5.28654181329565,0.012,0.287,0,"DPT"
0,1.19701688447327,0.926,0.652,0,"PLAC9"
0,-3.61524077559466,0.026,0.297,0,"ANKH"
0,-4.42857944078297,0.015,0.282,0,"SGCD"
0,-3.74111854863117,0.026,0.29,0,"MRAP2"
0,-10.842601748644,0,0.261,0,"HAPLN1"
0,-4.11411397845402,0.018,0.277,0,"NPR1"
0,-1.21382166115842,0.654,0.913,0,"MYH9"
0,-5.48144821947032,0.006,0.264,0,"HAND2"
0,-5.08172571483652,0.01,0.268,0,"CES1"
0,-5.04346263910927,0.009,0.259,0,"ENPP1"
0,-1.43297003486643,0.679,0.929,0,"MYL12A"
0,-6.38956358310114,0.003,0.246,0,"ART4"
0,1.30226159467297,0.837,0.594,0,"KANK2"
0,-7.25019362972324,0.001,0.233,0,"CDH2"
0,-7.84400957424479,0.001,0.233,0,"LINC02269"
0,-6.31972533989482,0.006,0.236,0,"CDH19"
0,-1.03131093499062,0.706,0.935,0,"RPS26"
0,1.29202171728195,0.814,0.585,0,"DBI"
0,-1.43207948698867,0.709,0.924,0,"PALLD"
0,1.18451513362242,0.889,0.698,0,"TUBA1A"
0,1.28288950207666,0.971,0.795,0,"IGFBP5"
0,1.10713855712183,0.908,0.76,0,"ACTN4"
0,1.27937281350513,0.955,0.811,0,"RPS20"
0,1.32336780202887,0.987,0.857,0,"CAV1"
0,-5.35320404014632,0.894,1,0,"MGP"
0,1.05328667662641,0.914,0.813,0,"CAVIN3"
0,1.40423527435909,0.975,0.875,0,"MGST3"
0,-2.04014783593736,0.9,0.997,0,"BGN"
0,-2.24162280294772,0.907,0.998,0,"CST3"
0,-1.10046239436505,0.905,0.987,0,"HSPB1"
0,-1.63869021267078,0.92,0.989,0,"GSN"
0,1.06436546432697,0.986,0.922,0,"RPL23"
0,1.36472931110471,0.993,0.932,0,"RPL27A"
0,0.856525788275733,0.968,0.913,0,"PTMS"
0,1.05004341124092,0.974,0.927,0,"CAVIN1"
0,0.914108555550144,0.99,0.944,0,"RPL38"
0,0.995721951394113,0.997,0.956,0,"MT-ND1"
0,1.05358653477631,0.99,0.956,0,"RPL13A"
0,1.316642777627,0.998,0.965,0,"RPS2"
0,-0.820738705475868,0.97,0.994,0,"SERF2"
0,0.770701758860505,0.991,0.975,0,"RACK1"
0,0.798351990162639,0.999,0.986,0,"MT-ND3"
0,0.785219359193584,0.995,0.984,0,"RPS11"
0,0.755656207658077,1,0.99,0,"MT-CO1"
0,1.07291420657641,1,0.991,0,"MT-RNR1"
0,1.34622474817502,0.999,0.991,0,"ADIRF"
0,0.694039039809362,0.997,0.989,0,"RPL6"
0,0.818052747439763,0.999,0.991,0,"RPS9"
0,0.676864439531875,0.996,0.989,0,"RPS16"
0,0.752374845464836,0.999,0.993,0,"RPL18"
0,0.673413198356605,0.995,0.99,0,"RPL14"
0,0.871488791480213,0.999,0.994,0,"RPS4X"
0,0.695525338128081,0.998,0.993,0,"RPS15"
0,0.782263150282674,0.999,0.994,0,"RPS28"
0,0.848997383176785,1,0.996,0,"RPS8"
0,-1.34172795769652,0.995,0.999,0,"S100A6"
0,1.07288271064931,1,0.996,0,"RPL37A"
0,-1.74187784990057,0.996,1,0,"FTL"
0,0.773848018755215,1,0.997,0,"PTMA"
0,0.760095731434443,1,0.997,0,"RPS14"
0,0.700306698430307,1,0.997,0,"RPS18"
0,0.747792747703929,1,0.997,0,"MYL6"
0,0.685515793596919,1,0.997,0,"RPL3"
0,0.918424893962287,1,0.998,0,"RPS27"
0,-0.965205508957429,1,1,0,"IGFBP7"
0,-0.91804696151525,1,1,0,"FTH1"
4.96867057946508e-308,-3.77939280308805,0.024,0.285,1.52657434883485e-303,"PDGFRA"
9.58697494945437e-308,3.92735504095134,0.409,0.038,2.94550218347036e-303,"EGFLAM"
3.66357729557904e-307,-1.9826734223803,0.207,0.584,1.12559748829371e-302,"NUCB2"
1.15999182133826e-306,-4.20805961528275,0.015,0.26,3.56395887187966e-302,"ADAMTSL3"
1.16664349710456e-305,-7.24904492727743,0.001,0.217,3.58439548050404e-301,"TMEM130"
5.59256308491808e-305,3.92961451773413,0.4,0.033,1.71825908221023e-300,"LINC02381"
3.36935089275536e-304,1.60834070132749,0.717,0.376,1.03519936829016e-299,"ZEB2"
3.96586396732558e-304,-8.3635596255232,0.001,0.215,1.21847204532111e-299,"C5orf46"
1.46913646884861e-303,-4.09764142413704,0.012,0.25,4.51377488689047e-299,"DDX3Y"
6.18322795237802e-302,-4.6239550963874,0.011,0.245,1.89973495608862e-297,"MEDAG"
3.82444259413235e-301,-3.62043922987787,0.027,0.288,1.17502174262122e-296,"ATP1B1"
1.73459335492716e-299,1.56471963795468,0.691,0.323,5.3293646236782e-295,"NT5DC2"
1.06980023049815e-297,3.17848546813655,0.424,0.053,3.2868542281825e-293,"FABP5"
6.7127370496705e-297,0.778473042416324,0.99,0.974,2.06242133114076e-292,"RPS5"
1.7077016317218e-295,-1.4151509695336,0.535,0.82,5.24674249330204e-291,"ITGA8"
3.34138400548571e-295,-3.01959487371774,0.045,0.326,1.02660682184543e-290,"LARP6"
4.01702838639695e-295,-3.30725897569349,0.038,0.31,1.2341918014366e-290,"PROS1"
7.90154611846347e-295,-0.705644570186293,0.955,0.991,2.42767102943672e-290,"UBC"
2.20026842285501e-291,0.661454599481212,0.996,0.99,6.76010470237972e-287,"RPL35"
2.64462656074206e-291,-3.01735770291865,0.05,0.331,8.1253506452239e-287,"LAMB1"
4.57972464622297e-291,0.621546545259862,0.999,0.996,1.40707460030554e-286,"RPL8"
2.88068079349646e-290,-1.29848008317289,0.635,0.882,8.85060366993851e-286,"CD9"
5.9412403728413e-290,0.611629412082643,0.999,0.992,1.82538669215176e-285,"RPS6"
4.43645270094408e-289,-5.14811487839708,0.009,0.23,1.36305572783806e-284,"ENPP2"
5.04375510273376e-289,-1.5369185542755,0.422,0.762,1.54964331776392e-284,"SPTBN1"
2.30970707122169e-286,1.60612831616322,0.658,0.308,7.09634400562151e-282,"PTK2"
2.69453583926906e-286,-2.80728973008681,0.054,0.338,8.27869191257025e-282,"S100A16"
3.3828754586109e-285,-6.39891102704839,0.002,0.207,1.03935465590361e-280,"SLC25A34-AS1"
2.70552663401449e-284,-2.64801114638175,0.084,0.39,8.31246003034611e-280,"USP53"
1.62629180748437e-283,-4.24746914044172,0.014,0.241,4.99661894931498e-279,"AKR1C3"
3.27626481212887e-283,1.75199481836549,0.612,0.264,1.00659960087847e-278,"AKAP1"
8.23574011459487e-283,1.1631969209098,0.868,0.66,2.53034879280813e-278,"TSC22D1"
8.9821706357127e-283,-2.22620969393167,0.133,0.467,2.75968210611637e-278,"SAMHD1"
1.44292156908314e-282,-3.83653904203957,0.016,0.247,4.43323222885105e-278,"SHROOM3"
1.8975201315043e-281,-2.10892763643687,0.16,0.504,5.82994085203381e-277,"STK38L"
2.17682719431274e-281,-0.690174771843964,0.97,0.993,6.68808387180645e-277,"GAPDH"
3.49540788244968e-281,1.55561129795173,0.684,0.333,1.07392911780384e-276,"CKB"
4.89189094385246e-281,4.83973291887682,0.352,0.015,1.50298457358923e-276,"EBF2"
1.34885229658654e-280,-1.75904344608301,0.239,0.598,4.14421379603249e-276,"TMEM47"
1.5438494406681e-280,-5.53583282352851,0.006,0.215,4.74332302150867e-276,"UNC5B"
3.3272184980929e-280,0.593677278522369,0.998,0.993,1.02225461135406e-275,"RPS24"
1.45367668978106e-279,-7.10299445161687,0.002,0.203,4.46627626168333e-275,"SLC14A1"
1.93759128581256e-279,-1.59413094240791,0.282,0.66,5.95305546653052e-275,"LAMP1"
2.53461134180396e-279,-5.24898165456492,0.006,0.215,7.7873398865585e-275,"CD200"
1.38829501568221e-278,-4.84356513509123,0.01,0.228,4.26539760618202e-274,"NEGR1"
1.48743155622983e-278,-2.52817056414436,0.07,0.364,4.56998471336053e-274,"DSEL"
2.99887784168198e-278,-1.82703309369154,0.201,0.561,9.21375228078371e-274,"SYNPO"
3.45864811469223e-278,0.952721634759478,0.886,0.752,1.06263504675804e-273,"NDUFB7"
1.40793200445047e-277,-1.72011684294505,0.346,0.675,4.32573029047364e-273,"RAMP1"
2.1150424594407e-277,-1.21556597887304,0.493,0.823,6.49825645238559e-273,"ENO1"
7.78806063311009e-276,5.89056120205997,0.335,0.007,2.39280374891674e-271,"GRIP2"
1.02081434626029e-274,-6.54329280441342,0.003,0.202,3.13634999745011e-270,"SMOC1"
1.55777830744734e-274,-4.92269405011511,0.007,0.216,4.7861180718012e-270,"EIF1AY"
2.23164122133956e-274,-8.24126455460509,0.002,0.198,6.85649448844365e-270,"CYTL1"
3.35235422214357e-274,-0.979532408323966,0.683,0.91,1.02997731121139e-269,"CYB5R3"
8.02411136614285e-273,0.992870481098716,0.878,0.639,2.46532797613373e-268,"TINAGL1"
2.62108989176291e-272,2.7885991287668,0.438,0.087,8.05303658345236e-268,"ADGRA2"
1.72258894678802e-271,1.23225549416101,0.821,0.65,5.2924822801115e-267,"MEF2C"
7.62316519156752e-271,1.81034778789677,0.633,0.298,2.34214127345721e-266,"H1FX"
1.20646078615063e-270,0.603683317518843,0.999,0.989,3.70673011936918e-266,"MT-CO3"
3.39530986992706e-270,-2.72749632332106,0.121,0.425,1.04317500443639e-265,"GGT5"
2.84199569846124e-266,-5.37907126082077,0.008,0.212,8.73174758395233e-262,"SCX"
3.00876807926602e-266,2.10093021490069,0.517,0.169,9.24413904673693e-262,"GUCY1B1"
3.16674485436224e-266,-2.11905079582137,0.137,0.461,9.72950689054256e-262,"PKD2"
4.25510310001374e-265,0.704313259856642,0.961,0.752,1.30733787644822e-260,"TIMP3"
4.10887680135674e-264,0.874531213359799,0.909,0.822,1.26241130844884e-259,"ATP5ME"
4.6951807433416e-264,-4.80149078206557,0.007,0.21,1.44254733158427e-259,"MTHFD1L"
5.06042939975367e-264,-7.77685915795842,0.001,0.189,1.55476632878032e-259,"GRIA2"
2.14786131432076e-263,-1.45107214540682,0.384,0.721,6.59908910211909e-259,"CALU"
1.2563442887358e-261,0.711168194038713,0.974,0.937,3.85999219271187e-257,"RPL23A"
3.35054556914399e-261,3.25261766578274,0.385,0.048,1.0294216206638e-256,"SKAP2"
3.39468747388141e-261,-2.05748005194664,0.118,0.442,1.04298377947532e-256,"PFN2"
6.8404379654907e-261,-5.52784313704999,0.005,0.201,2.10165616051736e-256,"ST6GAL2"
1.11221026919953e-260,0.516434254800945,1,1,3.41715483108865e-256,"MT-RNR2"
1.13518923710442e-260,1.04750200122532,0.849,0.685,3.48775541207962e-256,"HCFC1R1"
2.59626653015194e-260,1.53055928514661,0.669,0.365,7.97676928723882e-256,"MPRIP"
4.80850694037476e-260,-9.44351163306695,0,0.184,1.47736567236074e-255,"SCG2"
5.07127918142826e-259,-2.90588876497779,0.044,0.299,1.55809981570202e-254,"CDC42EP3"
5.88882504826974e-259,-3.82433055374903,0.017,0.236,1.8092826078304e-254,"FGF2"
8.37193316668376e-259,-4.37194545037206,0.02,0.241,2.57219274613192e-254,"PCDH10"
5.21463436062475e-258,2.50475735072557,0.453,0.108,1.60214426095835e-253,"PGF"
3.1548605781254e-257,-5.51913399089124,0.005,0.197,9.69299364023249e-253,"TC2N"
3.77857906316346e-257,-3.31257715325042,0.046,0.298,1.16093063136634e-252,"ITGA5"
5.18732226446444e-257,-1.88243507562965,0.34,0.666,1.59375289253405e-252,"NPC2"
7.30050328588509e-257,0.644936509481879,0.995,0.974,2.24300662955534e-252,"ACTA2"
2.3418118094398e-256,-2.5439356042307,0.054,0.32,7.19498260332285e-252,"MAFF"
1.03074227938124e-255,-1.87809595595377,0.223,0.553,3.16685257917093e-251,"SUSD5"
1.67633527387955e-255,0.672973410825792,0.993,0.979,5.15037249546752e-251,"RPS29"
1.93950700862092e-255,7.16849584374865,0.308,0.003,5.95894133328691e-251,"HIGD1B"
2.01234374773833e-255,-0.987450715062875,0.645,0.904,6.18272493055123e-251,"PSAP"
2.94346850557168e-255,-3.71595463109933,0.018,0.236,9.04351263651844e-251,"CRNDE"
5.7928188238668e-255,-1.41192338954831,0.335,0.697,1.77978565544483e-250,"LRPAP1"
1.64713681303922e-254,-5.64116256763443,0.006,0.198,5.06066314438169e-250,"DIO2"
3.56816963826422e-254,0.631255288625336,0.995,0.989,1.0962844396603e-249,"RPL10A"
4.08349917068288e-254,0.57545048369833,0.997,0.987,1.25461428520061e-249,"NACA"
4.16961989798071e-254,-1.85227734182183,0.192,0.543,1.28107401745559e-249,"APOD"
1.31799982436606e-253,0.756396574019274,0.969,0.944,4.04942266038228e-249,"SEPT7"
1.49320038543935e-253,0.541241450960194,1,0.998,4.58770886422387e-249,"RPL13"
1.13410738707962e-251,1.22560953004454,0.77,0.474,3.48443153606343e-247,"SYNE2"
5.84268723191497e-251,-3.87332928497961,0.016,0.227,1.79510722513355e-246,"GATA6"
6.69438408226099e-251,-3.45594148412632,0.023,0.247,2.05678256543387e-246,"ANKRD35"
2.05220718499931e-250,-1.77601093095894,0.213,0.554,6.3052013551919e-246,"S100A13"
4.9664624380567e-250,-5.39377464030089,0.007,0.199,1.52589591946854e-245,"GALNT15"
7.73170865075927e-250,-7.81995086296473,0.001,0.179,2.37549016585928e-245,"IL13RA2"
5.67498912939837e-249,-1.95680723682259,0.152,0.474,1.74358366011636e-244,"PIK3R1"
1.0025580411834e-248,-3.76611966874856,0.016,0.226,3.08025932573188e-244,"MAOB"
2.15892286010734e-248,1.40787481430791,0.708,0.43,6.63307459539381e-244,"JAG1"
5.37006750844826e-248,-3.22587595646802,0.027,0.253,1.64989954129564e-243,"PREX1"
8.56367161860291e-247,2.11230338495479,0.498,0.164,2.63110246809956e-242,"ARHGEF7"
2.48500284917433e-246,2.7116471137383,0.403,0.077,7.6349227538032e-242,"ADCY3"
4.71544839077992e-245,1.8610930983994,0.54,0.217,1.44877436358322e-240,"MAPRE2"
8.32157593349358e-245,6.12846615416192,0.302,0.006,2.55672098980657e-240,"EPS8L1"
3.08826752311583e-244,-5.3776071880734,0.005,0.19,9.48839313802107e-240,"LINC00844"
3.88979538299437e-244,-2.23291955602492,0.126,0.431,1.19510073347119e-239,"ALDH1A1"
1.18962668469335e-243,4.94329068659759,0.312,0.011,3.65500902605186e-239,"ADAP2"
1.22358025189535e-243,3.69805433806589,0.347,0.035,3.75932796592329e-239,"FXYD6"
3.24502853458633e-243,3.78057856159796,0.343,0.033,9.97002566966305e-239,"GPR20"
3.29790942821376e-243,0.75018132142355,0.961,0.919,1.0132496927244e-238,"EEF1D"
3.67145095385399e-243,4.6532645255685,0.317,0.016,1.1280165910621e-238,"HRC"
5.51766376442546e-243,1.49301663416269,0.638,0.34,1.69524701498208e-238,"ARPC1A"
3.73777084804013e-242,0.897572136542371,0.946,0.787,1.14839271535185e-237,"JUN"
4.29275757007324e-241,0.848916678017826,0.901,0.745,1.3189068358293e-236,"PPP1R12A"
1.11247788366656e-239,-1.31657674460749,0.439,0.758,3.41797704977715e-235,"P4HB"
1.65057951738829e-239,-4.29545165342401,0.012,0.207,5.07124050922379e-235,"MATN2"
7.92503882164556e-239,-3.2251065729558,0.028,0.251,2.43488892756238e-234,"ALDH1L1"
2.57646459950112e-237,0.566976634275638,0.999,0.996,7.91592983550723e-233,"RPL28"
3.07369114805432e-236,-2.45500376006237,0.067,0.33,9.44360868328208e-232,"EXT1"
1.64339575659688e-234,-4.89788857777487,0.006,0.186,5.04916912256825e-230,"BHMT2"
