"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
4.79145526255939e-18,-0.696025400776415,0.092,0.157,1.47212671486875e-13,"PYCR2"
4.89160692709744e-18,-1.21395086193155,0.026,0.063,1.50289731228142e-13,"DPY19L1"
4.91327972497159e-18,-0.726164390226087,0.068,0.125,1.50955606270027e-13,"HMGN5"
4.94346921375127e-18,1.20955423980367,0.106,0.055,1.51883148123294e-13,"MICAL3"
5.06627238664242e-18,-0.689468015298001,0.089,0.153,1.55656152807202e-13,"RMDN1"
5.18984285704592e-18,-2.40582704986428,0.005,0.026,1.59452731939879e-13,"EPHB2"
5.32818220931972e-18,-5.06662890379682,0,0.013,1.63703070199139e-13,"RIMS4"
5.33834737317681e-18,-1.27224804291105,0.025,0.061,1.64015384693484e-13,"PANX1"
5.37961658377709e-18,0.799356266695095,0.177,0.115,1.65283339919967e-13,"LUC7L"
5.61636964737322e-18,-0.548595220713983,0.147,0.229,1.72557341045895e-13,"CNIH1"
5.62184409494939e-18,-1.31721974746702,0.02,0.054,1.72725537973225e-13,"BDNF-AS"
5.63582056416418e-18,-0.343967510082118,0.384,0.508,1.7315495101338e-13,"ARHGDIA"
5.80774088219578e-18,-0.447848722026897,0.236,0.331,1.78437030864583e-13,"ESF1"
5.8847797322644e-18,0.577851475979085,0.297,0.232,1.80803972494091e-13,"ZNF644"
5.94183109348328e-18,-1.1816767676827,0.026,0.063,1.8255681851618e-13,"LIN52"
6.16386165063213e-18,-1.13256312668285,0.029,0.067,1.89378485354021e-13,"CTF1"
6.17301359031387e-18,-5.65205133977142,0,0.013,1.89659669548803e-13,"ACSM1"
6.22396998814308e-18,-0.73178984971498,0.085,0.147,1.91225253915708e-13,"UBAC2"
6.39383037714453e-18,-0.32231242806829,0.4,0.526,1.96444044507389e-13,"IFI27L2"
6.85489540615389e-18,-0.851132305874692,0.061,0.115,2.10609806458672e-13,"PPP2R2B"
7.08078580365906e-18,0.742258757198507,0.202,0.14,2.17550063031621e-13,"C19orf66"
7.13463146994519e-18,-2.81437765106165,0.003,0.02,2.19204417282596e-13,"HHIPL1"
7.40926990889353e-18,-1.6543452238094,0.009,0.034,2.27642408680845e-13,"LSMEM1"
7.52361561517997e-18,-1.10025983859727,0.028,0.066,2.31155566160789e-13,"TIFA"
7.52502914628433e-18,-2.95699601190724,0.002,0.019,2.3119899549044e-13,"CXXC4"
7.59786281601959e-18,3.94596826304043,0.028,0.002,2.33436737159386e-13,"CACNA1G"
7.73310800852688e-18,-2.39130958250568,0.004,0.024,2.3759201045398e-13,"EDA2R"
7.97440483422718e-18,-1.22152165910081,0.027,0.064,2.45005614126796e-13,"ATP2A3"
8.00821828769191e-18,-1.45743208669317,0.021,0.055,2.46044498671046e-13,"SHOX2"
8.25522872856503e-18,0.279597372151399,0.641,0.619,2.53633647456432e-13,"LDHB"
8.31048182204567e-18,-1.22182475552797,0.025,0.061,2.55331243500531e-13,"BST1"
8.59419553014558e-18,-1.43305557958712,0.016,0.047,2.64048063468193e-13,"AC113383.1"
8.60617348260064e-18,2.2678962159944,0.042,0.01,2.64416074079422e-13,"GRID1"
9.009861158502e-18,-1.29042403497263,0.018,0.051,2.76818974233816e-13,"WNK3"
9.13796783221018e-18,-2.63886153346774,0.004,0.022,2.80754923676826e-13,"ADAMTS3"
9.23804906199116e-18,-0.94071561936774,0.043,0.089,2.83829819380616e-13,"MDFIC"
9.37604372778832e-18,-0.903170731459026,0.047,0.094,2.88069567492568e-13,"MTX1"
9.54421527508339e-18,-1.32762442128151,0.019,0.051,2.93236470111662e-13,"KLHDC1"
9.58198592038545e-18,-0.591351836469059,0.124,0.198,2.94396935417923e-13,"CLN5"
9.86073667930758e-18,-1.36689252856472,0.024,0.059,3.02961273735046e-13,"CLEC18A"
9.86246647509259e-18,5.77634350748187,0.024,0,3.03014419980745e-13,"AC023794.4"
1.00534106771726e-17,-0.497882512405606,0.312,0.395,3.0888098964545e-13,"ADAMTS1"
1.12369543693812e-17,-1.41504203250367,0.018,0.049,3.45244186044868e-13,"EVC2"
1.1352819905223e-17,-1.82932623833546,0.011,0.037,3.48804038768071e-13,"ELMO1"
1.16223117334864e-17,-2.25081636190317,0.205,0.27,3.57083905699636e-13,"DES"
1.16306621849944e-17,-4.60497072204809,0,0.014,3.57340464971768e-13,"C1orf226"
1.17722969645495e-17,0.728921819485809,0.196,0.133,3.61692051938818e-13,"KHSRP"
1.20706290462128e-17,-3.23255281173032,0.002,0.017,3.70858006815844e-13,"NDST1-AS1"
1.21065914711813e-17,-0.662577123815952,0.1,0.168,3.71962916360574e-13,"ERG28"
1.21158759558916e-17,0.50815053800725,0.32,0.257,3.72248172868815e-13,"AP2B1"
1.22122633526693e-17,-0.449917060120217,0.238,0.331,3.7520957924741e-13,"CFAP36"
1.22384505147133e-17,-3.53672426688417,0.001,0.016,3.76014153614052e-13,"FGFR2"
1.28635206262993e-17,0.457111901819343,0.403,0.344,3.9521880772242e-13,"PSMA4"
1.29331618380836e-17,-0.727780455836065,0.084,0.145,3.9735846431328e-13,"MTHFD1"
1.32715152593596e-17,1.27841615512797,0.091,0.044,4.07754034828564e-13,"AL135925.1"
1.34140892095104e-17,-1.8133432100706,0.009,0.033,4.12134476872999e-13,"MYO10"
1.35842162561129e-17,-0.381425623960582,0.274,0.38,4.17361460252812e-13,"ESYT2"
1.37853435930993e-17,1.29240386306537,0.086,0.039,4.23540896554382e-13,"RAB3D"
1.40347072707623e-17,-5.31029759972387,0,0.013,4.31202346186902e-13,"PDIA2"
1.41657631912425e-17,-0.415492860217481,0.301,0.412,4.35228908287735e-13,"ATP6V0B"
1.41728743512527e-17,-2.94173085579636,0.002,0.019,4.35447391567888e-13,"VDR"
1.47672466410042e-17,1.22737149154619,0.086,0.04,4.53708885798214e-13,"FES"
1.49312493778954e-17,-1.84072114454921,0.008,0.032,4.58747705886459e-13,"SLC19A2"
1.49478277744722e-17,0.711454453000335,0.219,0.156,4.59257060542885e-13,"UBE2J1"
1.51000406839924e-17,1.47043939107093,0.079,0.034,4.63933649974984e-13,"CRABP2"
1.57402760002791e-17,-2.20225662799828,0.004,0.023,4.83604239832575e-13,"SLCO5A1"
1.65441311377191e-17,-5.87586532729617,0,0.012,5.08301885075283e-13,"SERPINA3"
1.67943207422188e-17,-0.585072773884987,0.138,0.214,5.1598871048393e-13,"SERPINB1"
1.70188817000125e-17,-0.451122393879606,0.215,0.308,5.22888121351183e-13,"SSR1"
1.74953166792837e-17,0.725290107368125,0.197,0.136,5.37526109654312e-13,"PON2"
1.76452942136669e-17,-0.558345582145106,0.133,0.207,5.42134019420701e-13,"TPP1"
1.77150872378932e-17,0.732814636177503,0.193,0.132,5.44278340297029e-13,"OGT"
1.77659523753349e-17,0.768201004486565,0.178,0.116,5.45841120779788e-13,"FZD4"
1.81482271993493e-17,1.50035635450816,0.068,0.026,5.57586132472808e-13,"LRRC8B"
1.82828853000905e-17,0.282742557162528,0.639,0.618,5.6172336795998e-13,"CHURC1"
1.88606587403363e-17,-0.440896091561669,0.23,0.326,5.79474879138092e-13,"LRRFIP2"
1.8885265344821e-17,-0.588665525886714,0.116,0.187,5.80230892454281e-13,"DNASE2"
1.89015300799833e-17,-1.03124513587405,0.035,0.076,5.80730610177408e-13,"ANKRD6"
1.91645678681039e-17,-0.808235912219465,0.058,0.11,5.88812183179623e-13,"PIGH"
1.92646840138515e-17,-1.5273963012887,0.014,0.042,5.91888151641574e-13,"LINC02447"
1.93064583980305e-17,-0.421094670794229,0.267,0.368,5.93171627821088e-13,"EMC4"
1.93540496083916e-17,-0.566201977928339,0.134,0.208,5.94633820168223e-13,"EBLN3P"
1.98154228147255e-17,0.359341784303285,0.5,0.454,6.08809050559625e-13,"SPATS2L"
2.00459955248938e-17,0.452761907913607,0.402,0.342,6.15893166506836e-13,"SPOP"
2.02079403156567e-17,-1.07823703213936,0.029,0.067,6.20868758258238e-13,"L3MBTL3"
2.08480567499962e-17,0.806925868826693,0.21,0.146,6.40535695586883e-13,"PARP14"
2.21055895560247e-17,0.298686219865114,0.573,0.527,6.79172133519304e-13,"LITAF"
2.24954453135163e-17,0.667124486281493,0.221,0.159,6.91150061812474e-13,"POLE3"
2.31475161199065e-17,-2.71325875630917,0.003,0.02,7.11184285268008e-13,"AC114284.1"
2.32375092957992e-17,0.752597680854972,0.191,0.131,7.13949235604133e-13,"SLC38A1"
2.34450164537625e-17,0.821287867908517,0.166,0.107,7.203246855254e-13,"TMEM54"
2.4174465576813e-17,-0.718749505801856,0.082,0.141,7.42736280382001e-13,"PTPN13"
2.41862687429051e-17,-0.37609561642624,0.36,0.468,7.43098920857016e-13,"ATL3"
2.44909039059221e-17,-3.19181865246181,0.002,0.018,7.52458531605551e-13,"LPAR4"
2.47835857232862e-17,0.722858870971431,0.177,0.117,7.61450887762245e-13,"OARD1"
2.5983433351801e-17,4.05811930939985,0.026,0.002,7.98315006300733e-13,"HOXA9"
2.60738135346231e-17,0.652320344713126,0.229,0.163,8.0109184703776e-13,"ASXL1"
2.64241888228342e-17,-2.00956676605037,0.005,0.025,8.11856777392758e-13,"ESR1"
2.7508769326352e-17,-0.382781279755975,0.499,0.605,8.45179428782838e-13,"SGCA"
2.81669294323698e-17,-0.537460631511419,0.162,0.244,8.65400739880131e-13,"PELO"
2.89041244672071e-17,3.92151394969368,0.027,0.002,8.88050320130472e-13,"WNT6"
2.93105808732516e-17,-3.85992211422644,0.001,0.015,9.00538286749783e-13,"AC005165.1"
2.96166570765844e-17,1.53279184924462,0.066,0.026,9.0994217202098e-13,"ZNF423"
3.09474798048115e-17,-1.21179746190935,0.07,0.123,9.50830369523029e-13,"VWA1"
3.19668489075096e-17,-0.698449073444165,0.083,0.144,9.82149465834326e-13,"PPM1B"
3.29857154005855e-17,5.07662086139647,0.024,0.001,1.01345311996759e-12,"HMGN2P19"
3.3032961102885e-17,0.830945807332333,0.162,0.105,1.01490469692504e-12,"SLC27A5"
3.32297447824636e-17,0.832113239902572,0.151,0.094,1.02095067869641e-12,"IDH1"
3.35328542882085e-17,-0.5840705797721,0.14,0.213,1.03026341515092e-12,"ETF1"
3.41455583683077e-17,1.72031190535144,0.057,0.019,1.04908813530789e-12,"DICER1-AS1"
3.41879367629242e-17,2.24899216798014,0.039,0.008,1.05039016910408e-12,"SLC35F1"
3.45343902410724e-17,-1.01345121886553,0.029,0.067,1.06103460576671e-12,"BOC"
3.50340246673645e-17,-0.453888588097945,0.224,0.32,1.07638537388011e-12,"ARFGAP3"
3.62848925970336e-17,4.06349362452705,0.026,0.002,1.11481704015126e-12,"AC016251.2"
3.78347820505136e-17,1.23588515547101,0.085,0.039,1.16243584371998e-12,"AC005921.2"
3.84197119469575e-17,1.03620847859308,0.113,0.061,1.18040722985832e-12,"RGMA"
3.87651517235155e-17,-0.802020154649592,0.061,0.113,1.19102052155329e-12,"WSB2"
3.95739200267893e-17,-0.427618877906479,0.252,0.346,1.21586911890307e-12,"MAP1LC3B"
4.18638175821986e-17,-2.67099653524999,0.003,0.021,1.28622393139547e-12,"NANOS1"
4.19345466001844e-17,0.921154365896765,0.137,0.082,1.28839700974407e-12,"MTMR4"
4.27933995176771e-17,-0.463807449410156,0.176,0.259,1.31478440678111e-12,"CCDC186"
4.34537440448367e-17,-3.93054502819906,0.001,0.014,1.33507283203356e-12,"ZIC1"
4.37438324656297e-17,-1.22000001603813,0.023,0.057,1.34398550867401e-12,"AMOT"
4.50125246884486e-17,-5.63464356778162,0,0.012,1.38296480852789e-12,"NPY2R"
4.52165302023475e-17,-2.45456523959872,0.004,0.024,1.38923267393692e-12,"IRX5"
4.5563287609139e-17,-0.758331825507019,0.069,0.124,1.39988644850319e-12,"TASP1"
4.61004041700464e-17,0.903210568998459,0.132,0.077,1.41638881772051e-12,"NXN"
4.66523774145645e-17,-7.23640607053508,0,0.011,1.43334764368508e-12,"SEC14L6"
4.70343921356993e-17,-2.56207606893756,0.003,0.02,1.44508466397723e-12,"ABCB4"
4.78881992437399e-17,-2.93146111504134,0.002,0.019,1.47131703356466e-12,"ZP3"
4.8638442635688e-17,-0.649850204712421,0.117,0.187,1.49436751153888e-12,"PKDCC"
4.93700819870775e-17,0.52136592607826,0.315,0.254,1.51684639897097e-12,"URI1"
5.01222601136506e-17,-3.45906672582565,0.001,0.015,1.5399563197318e-12,"AC079313.2"
5.10578985663499e-17,-1.15398701480244,0.029,0.066,1.56870287555253e-12,"GATD3A"
5.13959664288866e-17,-0.951167318719066,0.041,0.085,1.57908967256111e-12,"PRPS2"
5.17251338949343e-17,1.17143862574698,0.094,0.046,1.58920301378796e-12,"ALDH3B1"
5.20289545816066e-17,-0.88833828182588,0.048,0.095,1.59853760056528e-12,"KAZALD1"
5.27975811151202e-17,2.02613739753918,0.044,0.011,1.62215288218095e-12,"NUDT14"
5.49330649753886e-17,1.57165126351808,0.07,0.028,1.68776348830384e-12,"MX2"
5.50590003695159e-17,0.493398709503069,0.331,0.27,1.69163272735301e-12,"NDUFV3"
5.53931007200541e-17,0.984418692781246,0.126,0.073,1.70189762652294e-12,"GRK2"
5.71139169856406e-17,-0.464744456200085,0.216,0.309,1.75476798546682e-12,"CDIPT"
5.82376109662249e-17,0.692775624773862,0.207,0.147,1.78929235932629e-12,"TIA1"
5.96893658849507e-17,-0.613250848639703,0.103,0.169,1.83389607744923e-12,"PLOD1"
6.10097247271921e-17,-0.562327104954907,0.144,0.221,1.87446278251825e-12,"MPST"
6.11677935881571e-17,-3.1738157047254,0.002,0.018,1.87931929020254e-12,"TACSTD2"
6.19470273615986e-17,0.600614392286689,0.243,0.179,1.90326046865775e-12,"ATXN1"
6.27154965708869e-17,-2.47907273147899,0.004,0.022,1.92687091664393e-12,"PPIL6"
6.41075980104658e-17,1.06244986068477,0.102,0.052,1.96964184127355e-12,"AP001528.3"
6.60875479135785e-17,0.556423846765008,0.298,0.235,2.03047382209679e-12,"KAT6B"
6.6292582667591e-17,2.23345749518266,0.038,0.008,2.03677330987906e-12,"LINC01943"
6.68600317064009e-17,0.989838156674272,0.117,0.065,2.05420761414746e-12,"AC091271.1"
6.76321805346372e-17,-2.49541703106947,0.002,0.019,2.07793111474619e-12,"CPT1C"
6.7881079507993e-17,0.556102529259867,0.28,0.215,2.08557828680358e-12,"ATXN2"
6.9877429801685e-17,-1.76643507278833,0.008,0.031,2.14691415322697e-12,"AC090409.1"
7.01237879490538e-17,0.943189218314989,0.148,0.093,2.15448326094673e-12,"COQ7"
7.07456773417061e-17,1.07124891142827,0.101,0.052,2.17359019064658e-12,"RCOR1"
7.1564675018931e-17,-1.25162567902528,0.028,0.064,2.19875307528164e-12,"SEMA4A"
7.29690284468174e-17,-0.461929084977973,0.215,0.308,2.24190043000002e-12,"CCDC25"
7.71919483822342e-17,-1.90222196175284,0.011,0.036,2.37164542209576e-12,"DUSP2"
7.77164206593556e-17,0.535349986089255,0.3,0.236,2.38775930833804e-12,"UBTF"
7.89897600263708e-17,0.568273043761074,0.243,0.176,2.42688138705022e-12,"TLE4"
8.381909898586e-17,-2.82594174285733,0.003,0.019,2.57525799724156e-12,"KIAA0408"
8.98359087703495e-17,7.267703595525,0.022,0,2.76011846106022e-12,"AC078880.3"
9.16145036965439e-17,3.13844845210317,0.03,0.004,2.81476401157261e-12,"TSPAN15"
9.23139095650342e-17,2.52550301053434,0.035,0.006,2.83625255747611e-12,"CISH"
9.49154856898138e-17,-1.71208918341996,0.01,0.035,2.91618338233384e-12,"JHY"
9.57645997404555e-17,-2.37907453041284,0.004,0.023,2.94227156242576e-12,"AC027237.3"
9.65129219857238e-17,-0.923549273022402,0.05,0.096,2.96526301508938e-12,"GALNT18"
1.00945105658708e-16,2.76726915699601,0.033,0.005,3.10143742625816e-12,"RTN4RL2"
1.03627347276465e-16,-0.560539838590616,0.12,0.191,3.18384661772211e-12,"ZBTB47"
1.05593167660516e-16,-0.804962763836163,0.056,0.106,3.2442444832017e-12,"NEDD4"
1.06599128811962e-16,1.44151553180735,0.069,0.028,3.27515163361872e-12,"ACVR2B"
1.07092177064367e-16,-0.996832140200127,0.039,0.081,3.2903000481256e-12,"ANKRD28"
1.08591542166321e-16,0.70951360422113,0.19,0.132,3.33636654151803e-12,"TPRKB"
1.11718279339732e-16,0.691643879615302,0.2,0.141,3.43243241443394e-12,"UBE2E1"
1.12624744537196e-16,0.765623275616898,0.169,0.11,3.46028265116082e-12,"OLFML1"
1.1626581751144e-16,-4.03005424243272,0.001,0.014,3.57215097722148e-12,"SLC16A10"
1.17654201141011e-16,0.360945671430684,0.485,0.447,3.61480767585643e-12,"NDUFA3"
1.17943876431377e-16,0.506382816854313,0.316,0.256,3.62370765947763e-12,"NUTF2"
1.19545714922734e-16,-1.05992706632562,0.045,0.089,3.67292254528607e-12,"NFATC1"
1.22364614175566e-16,0.397819578679139,0.422,0.376,3.7595304059301e-12,"SCAND1"
1.23011205188586e-16,-0.417935269831374,0.277,0.375,3.77939626821412e-12,"TAF1D"
1.26082303300051e-16,1.9321982173846,0.048,0.014,3.87375268659077e-12,"MNDA"
1.29569783337911e-16,-1.92171580214523,0.008,0.031,3.98090202327399e-12,"SLC26A4"
1.30864748112024e-16,-0.595590026248148,0.113,0.183,4.02068852099381e-12,"PTS"
1.31932657792717e-16,-3.57864660957438,0.001,0.015,4.05349897802344e-12,"ATE1-AS1"
1.33086099699784e-16,1.3253410312,0.078,0.034,4.08893732717615e-12,"TBC1D4"
1.33391995617518e-16,-0.783965227133469,0.064,0.117,4.09833567335262e-12,"PPP1R13L"
1.34134594947069e-16,0.695162595195168,0.199,0.138,4.12115129515373e-12,"BACH1"
1.36356616903649e-16,0.598594027367075,0.284,0.217,4.1894206977477e-12,"DDIT3"
1.41174730820492e-16,1.631731314009,0.048,0.014,4.33745242972879e-12,"FYB1"
1.44708972114029e-16,0.961099889405179,0.132,0.078,4.44603845923143e-12,"TGFB3"
1.47476204911109e-16,-0.428458073556882,0.229,0.322,4.53105891968891e-12,"COPB1"
1.48114512879726e-16,-1.12672317593559,0.03,0.067,4.55067029371669e-12,"COLEC12"
1.49873276452144e-16,-0.986422777483634,0.032,0.071,4.60470654571568e-12,"DENND5B"
1.5288709138953e-16,-1.09920159534113,0.028,0.065,4.69730299585191e-12,"TKFC"
1.53374192057231e-16,1.84839945404719,0.047,0.013,4.71226867676636e-12,"SIX1"
1.53412572974347e-16,-0.534570082388578,0.13,0.201,4.71344789206383e-12,"COQ10B"
1.57351468842364e-16,-1.73290253607164,0.008,0.031,4.8344665287128e-12,"FAM57A"
1.57634446789244e-16,1.24488078919725,0.087,0.042,4.84316074315274e-12,"DOCK6"
1.62603682581488e-16,-1.51608270574509,0.013,0.041,4.99583554363364e-12,"CCDC24"
1.64266526927386e-16,-1.51164771787574,0.016,0.044,5.04692477331701e-12,"COLCA1"
1.66428101808378e-16,1.01559728198697,0.108,0.058,5.11333699996059e-12,"PPFIBP2"
1.69363767535269e-16,0.619699924988054,0.232,0.169,5.20353239375362e-12,"CCNL2"
1.69414858025501e-16,1.53803988613442,0.048,0.014,5.20510209797549e-12,"HOXD-AS2"
1.69862921147623e-16,0.547226668023905,0.275,0.214,5.21886838933956e-12,"UQCC2"
1.71694011966325e-16,0.646016121918019,0.214,0.154,5.27512682365336e-12,"PRRC2A"
1.72180131864316e-16,1.6727191047337,0.055,0.019,5.29006237139924e-12,"HAUS8"
1.72564083966783e-16,2.81484935237396,0.032,0.005,5.30185891579544e-12,"FZD10"
1.73975447916174e-16,4.84714520308458,0.023,0.001,5.34522166177654e-12,"AL451069.1"
1.74622559991447e-16,2.16148933949719,0.041,0.01,5.3651035331772e-12,"P2RX7"
1.82553098595986e-16,-0.635242239000395,0.116,0.182,5.60876140126306e-12,"ASCC3"
1.8395371352208e-16,5.7867200321781,0.022,0,5.65179389425239e-12,"BARX1"
1.88338051791452e-16,-0.877776410280662,0.044,0.088,5.78649830324056e-12,"NKIRAS1"
2.00819012793271e-16,-2.36021892984,0.004,0.022,6.16996334906047e-12,"SLC44A3"
2.01579272704654e-16,0.30627561834134,0.526,0.486,6.19332157457778e-12,"DRAP1"
2.07598925242528e-16,0.728042467810459,0.19,0.13,6.37826937915144e-12,"SEPHS2"
2.12042606451901e-16,-0.502984405365375,0.19,0.273,6.5147970406282e-12,"RAB6A"
2.15937363547114e-16,-0.698066172107932,0.08,0.138,6.63445955762154e-12,"TFRC"
2.22219249375751e-16,0.31134177288958,0.585,0.554,6.82746421782059e-12,"HMGN3"
2.25738072726363e-16,-0.838427266989878,0.06,0.11,6.93557654644476e-12,"TBC1D10A"
2.26234126760571e-16,0.65950244167416,0.231,0.17,6.95081731059179e-12,"COL4A3BP"
2.31552076951082e-16,0.791830731819958,0.161,0.105,7.11420601224505e-12,"MRPS25"
2.37478436912039e-16,0.678047846374112,0.226,0.165,7.29628749568549e-12,"PHACTR4"
2.409928247493e-16,1.09307775022842,0.102,0.054,7.40426354759749e-12,"CLUH"
2.45054570687595e-16,-1.12502993508582,0.026,0.061,7.52905662980566e-12,"TOMM34"
2.46921533991403e-16,-2.26612396168408,0.004,0.023,7.58641721035187e-12,"PAPLN"
2.53514889778051e-16,1.67983959253259,0.053,0.018,7.78899147354083e-12,"PRKX"
2.53696918633325e-16,-0.951632928992447,0.038,0.079,7.79458412809029e-12,"MTFMT"
2.59457786098586e-16,-0.412888109263036,0.271,0.369,7.97158102009297e-12,"PITPNB"
2.59702018571767e-16,0.48970905149963,0.292,0.227,7.97908481859898e-12,"PRRX2"
2.64393290072082e-16,-0.37271916423604,0.493,0.606,8.12321944417465e-12,"CCDC85B"
2.66398272730521e-16,2.3028858038756,0.039,0.009,8.18482053137252e-12,"AC005884.1"
2.77153984776798e-16,-1.15251746924522,0.021,0.053,8.51527902828236e-12,"ANKS1B"
2.77779460921973e-16,0.334684841901357,0.555,0.516,8.53449615736668e-12,"RBM25"
2.79005660118661e-16,-0.490190190199156,0.151,0.232,8.57216990148573e-12,"SPAG16"
2.85670994075567e-16,1.43303613170055,0.069,0.029,8.77695562197771e-12,"ZNF774"
3.01978565133493e-16,-1.07097592476937,0.037,0.077,9.27798943516145e-12,"ADAMTS6"
3.06374114398678e-16,-3.20717437506077,0.003,0.019,9.413038290785e-12,"GDF15"
3.09590978899898e-16,0.622456383374192,0.21,0.152,9.51187323572046e-12,"PTOV1"
3.10300063367218e-16,-3.99654035744479,0.001,0.014,9.53365914689442e-12,"PTPRZ1"
3.13235881954164e-16,-0.721746154012722,0.081,0.138,9.62385923715973e-12,"ATP8B2"
3.15080226180658e-16,-0.865650736829037,0.052,0.099,9.68052486917455e-12,"SNX33"
3.23162482489784e-16,3.14600873415449,0.029,0.004,9.92884411201613e-12,"TMEM51-AS1"
3.3398846140134e-16,-1.79981078738846,0.008,0.03,1.02614614880948e-11,"KIAA0513"
3.34419826381347e-16,-0.528829276367946,0.164,0.243,1.02747147457405e-11,"ALDH7A1"
3.35198603182155e-16,-1.360016973992,0.018,0.049,1.02986418841685e-11,"SLC25A14"
3.37718871893993e-16,-3.70449727357446,0.001,0.015,1.0376074620071e-11,"WSCD1"
3.40689936455044e-16,-1.07567024387762,0.032,0.07,1.04673576076448e-11,"SLC7A8"
3.42218523213791e-16,-7.17391653350469,0,0.011,1.05143219072205e-11,"AC011352.1"
3.4221853119748e-16,-7.08960143442059,0,0.011,1.05143221525114e-11,"BNC2-AS1"
3.51290711736647e-16,1.23300276077943,0.08,0.037,1.07930558273967e-11,"IMPA2"
3.51486040728657e-16,-0.468817049028694,0.217,0.305,1.07990571153473e-11,"ASAP2"
3.66134285347662e-16,1.04376300866396,0.107,0.058,1.12491097830216e-11,"SPATC1L"
3.69085915747479e-16,-0.509202627152095,0.161,0.24,1.13397956754255e-11,"ARL8B"
3.75588337795131e-16,0.223169325640606,0.715,0.706,1.15395760904176e-11,"WASF2"
3.86125767792034e-16,-2.18825674777236,0.005,0.024,1.18633280896424e-11,"DDX43"
3.90832951100238e-16,0.346321509664018,0.493,0.447,1.20079515896037e-11,"NDUFS8"
4.09153091871306e-16,-1.22697382385844,0.022,0.055,1.2570819594654e-11,"HYKK"
4.09899697630412e-16,0.636454326682227,0.216,0.156,1.25937583099968e-11,"ARIH2"
4.19142154410913e-16,-0.419240696363959,0.224,0.317,1.28777235521209e-11,"SMIM19"
4.53180184226412e-16,0.637109244860773,0.063,0.024,1.39235079801723e-11,"ITGB2"
4.7263043982071e-16,3.2569373557808,0.027,0.003,1.45210976330515e-11,"PTGER2"
4.75129534094555e-16,4.25340749017925,0.024,0.001,1.45978798055211e-11,"NIPAL1"
4.75538567288377e-16,-0.547689246721663,0.122,0.191,1.46104469413681e-11,"AC129492.1"
4.79523479617206e-16,-0.737351942571398,0.074,0.129,1.4732879387759e-11,"TOR1A"
4.85550780189647e-16,1.0559283292428,0.104,0.056,1.49180621705467e-11,"CHRD"
4.8685787236888e-16,-0.345624414153728,0.409,0.519,1.49582212706615e-11,"PSIP1"
4.88165096367163e-16,-1.16496489850016,0.023,0.056,1.49983844207847e-11,"IQCG"
4.93993631614538e-16,0.535698467448456,0.291,0.229,1.51774603377251e-11,"TAPBP"
5.00582604020816e-16,1.87309509704317,0.042,0.011,1.53798999259355e-11,"AL034417.2"
5.10743776671554e-16,-0.757150311857784,0.105,0.167,1.56920917944568e-11,"LINC-PINT"
5.24578848863064e-16,2.72758747651745,0.031,0.005,1.61171605524688e-11,"BEND3"
5.40319133851547e-16,0.574740038646967,0.253,0.197,1.66007650684549e-11,"PQBP1"
5.42470050239288e-16,-0.436680377037997,0.207,0.299,1.66668498235519e-11,"RAB18"
5.64706242681262e-16,-1.88976978519477,0.006,0.026,1.73500346001391e-11,"AC080188.2"
5.79568515739129e-16,-1.05073299229989,0.032,0.069,1.7806663077569e-11,"TMCO4"
5.87630229116768e-16,-0.301948947555511,0.46,0.583,1.80543511593836e-11,"BLOC1S1"
5.9210863301832e-16,-0.814521716478771,0.057,0.105,1.81919456408549e-11,"LINC01089"
6.03348664174466e-16,-1.32552310807225,0.018,0.049,1.85372843580963e-11,"BAIAP2"
6.37591255333948e-16,-0.473156224708762,0.2,0.288,1.95893537288802e-11,"KANK1"
6.40585001366344e-16,-0.748964698764468,0.053,0.101,1.96813335819796e-11,"GKAP1"
6.64879602484129e-16,-0.382127458395106,0.333,0.437,2.04277609067224e-11,"CFAP97"
6.90411990186624e-16,-0.898970079177519,0.059,0.106,2.12122179864938e-11,"EGR3"
6.93107464705398e-16,1.17401341240346,0.084,0.041,2.12950337456086e-11,"MAPKAPK3"
7.02961886924467e-16,-0.531519665707117,0.15,0.226,2.15978010138673e-11,"ACAA1"
7.04375702376368e-16,0.447612537304554,0.361,0.301,2.16412390798115e-11,"FAM107B"
7.1124793668388e-16,-1.0015384516332,0.037,0.077,2.18523816066755e-11,"PLAUR"
7.20512169945462e-16,0.515882206851653,0.276,0.214,2.21370159094044e-11,"TMEM173"
7.28662397580342e-16,-0.596049245536419,0.117,0.184,2.23874235032584e-11,"CRELD1"
7.34535578313328e-16,0.430300186318216,0.363,0.308,2.25678711080987e-11,"TSPAN3"
7.44038538251864e-16,-0.582102483384536,0.105,0.17,2.28598400492503e-11,"PIP4P2"
7.45792353409531e-16,-0.465006138389268,0.191,0.276,2.29137242661544e-11,"C6orf89"
7.5569908009008e-16,-2.729716693317,0.002,0.018,2.32180985366876e-11,"ZNF728"
7.59428388320567e-16,0.465418822307217,0.35,0.288,2.33326778027611e-11,"CTNNB1"
7.69109018639864e-16,-1.20208421916146,0.024,0.057,2.36301054886912e-11,"SLC2A13"
8.13146774858913e-16,0.751817342896529,0.145,0.088,2.49831215107652e-11,"CCDC102B"
8.36722464848694e-16,-1.11837782374255,0.024,0.057,2.57074610100113e-11,"FAM149A"
